V1,V2,V3,V4,V5,journal,month,year,URL,q,Q1,Q2_1,Q2_2,Q2_3,Q2_4,Q3,Q4,Q5,Q6_1,Q6_2,Q6_3,Q6_4,Q7,Q8_1,Q8_2,Q8_3,Q8_4,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_7,Q9_8,Q9_9,Q9_10,Q9_11,Q9_12,Q9_13,Q9_14,Q9_15,Q9_16,Q9_16_TEXT,Q9_17,Q10_1,Q10_2,Q10_3,Q10_4,Q11_1_1,Q11_1_2,Q11_1_3,Q11_1_4,Q11_1_5,Q11_1_6,Q11_2_1,Q11_2_2,Q11_2_3,Q11_2_4,Q11_2_5,Q11_2_6,Q11_3_1,Q11_3_2,Q11_3_3,Q11_3_4,Q11_3_5,Q11_3_6,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q12_6_TEXT,Q13_1,Q13_2,Q13_3,Q13_4,Q13_5,Q13_5_TEXT,Q13_6,Q14_1,Q14_2,Q14_3,Q14_4,Q14_5,Q14_6,Q14_7,Q14_8,Q14_8_TEXT,Q14_9,Q14_10,Q15_1,Q15_2,Q15_3,Q15_4,Q16,Q17,Q18_1,Q18_2,Q18_3,Q18_4,Q18_5,Q18_6,Q18_7,Q18_8,Q18_9,Q18_10,Q18_11,Q18_12,Q18_12_TEXT,Q19_1,Q19_2,Q19_3,Q19_4,Q19_5,Q19_6,Q19_7,Q19_8,Q19_9,Q19_10,Q19_11,Q19_11_TEXT,Q20_1,Q20_2,Q20_3,Q20_4,Q21,Q22,Q23,Q23_TEXT,Q24_1,Q24_2,Q24_3,Q24_4,Q25,Q26,Q27_1,Q27_2,Q27_3,Q27_4,
R_eOJHMcGvRRbT4oZ,Default Response Set,2014-04-01 17:38:09,2014-04-01 17:44:05,1,Glob. Change Biol.,AUG,2013,,2,1,1,2,3,4,1,Somewhat Agree,Somewhat Agree,1,2,3,4,"Yes, datasets from <b>2-4 papers</b> are publicly available on the internet",1,2,3,4,Once,Never,Never,Once,Once,Never,Never,Never,Never,Never,Never,Never,A few times,Never,,,Never,1,2,3,4,,,,,,I don't know,,,,,,I don't know,,,Requires online public archiving,,,,,SOME but not all of the datasets are publicly available online,,,,,,,A repository for data or research output,,,,,,,We plan to publicly archive the dataset in the future,We plan to share the dataset upon request,,,,,,,,,1,2,3,4,1,Disagree,.,.,.,.,Neutral,.,.,.,Strongly agree,.,.,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Neutral,.,.,.,,,1,2,3,4,Strongly Agree,Strongly Agree,postdoc,,1,2,3,4,,1,1,2,3,4,
R_dd2mVk84CBTID2J,Default Response Set,2014-03-29 21:27:13,2014-03-29 21:28:16,0,PLoS. Biol.,MAY,2013,,2,1,1,2,3,4,1,Strongly Agree,Strongly Agree,1,2,3,4,I've never published a paper based on a dataset collected by me or my co-authors,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_4N4bmnqTN3qFUrj,Default Response Set,2014-03-29 23:31:02,2014-03-29 23:38:34,0,FEBS Lett.,MAY,2013,,2,1,1,2,3,4,1,Agree,Agree,1,2,3,4,"Yes, datasets from <b>5 or more papers</b> are publicly available on the internet",1,2,3,4,Once,Once,Never,A few times,Never,Once,Never,Once,Never,Never,Never,Never,A few times,Once,,,Never,1,2,3,4,,,Requires online public archiving,,,,,,Requires online public archiving,,,,,Recommends online public archiving,,,,,ALL datasets are publicly available online,,,,,,,Journal supplementary information,,A personal or lab website,,,,,,,,,,,,,,Not applicable,,1,2,3,4,1,Strongly Disagree,.,.,Neutral,Neutral,.,Neutral,.,.,.,.,Neutral,,,.,.,.,.,.,Neutral,Neutral,.,.,.,,,1,2,3,4,Agree,Somewhat Agree,tenured faculty,,1,2,3,4,,,,,,,
R_dbYwSEkPkzeGKfH,Default Response Set,2014-03-30 01:29:18,2014-03-30 01:57:05,0,Nat. Struct. Mol. Biol.,APR,2013,,2,1,1,2,3,4,1,Strongly Agree,Somewhat Disagree,1,2,3,4,"Yes, datasets from <b>2-4 papers</b> are publicly available on the internet",1,2,3,4,A few times,A few times,Once,A few times,A few times,Never,Never,Never,Never,Never,Never,Once,Once,A few times,,,Once,1,2,3,4,,,,Other,,,,,,,No policy,,,,,,No policy,,,,,,,Other (please specify),"all available, but in suppl info, access requires subscription or one time fee ",Journal supplementary information,,,,,,,,,We plan to share the dataset upon request,,,,,,,,,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_d76gJLCmtxGFXAp,Default Response Set,2014-03-30 04:49:47,2014-03-30 04:51:35,0,Faseb J.,MAY,2013,,2,1,1,2,3,4,1,Neutral,Neutral,1,2,3,4,"Yes, datasets from <b>2-4 papers</b> are publicly available on the internet",1,2,3,4,Never,Never,Never,Once,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,,Never,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_9NV3vSqfrjD163r,Default Response Set,2014-03-30 05:37:35,2014-03-30 05:37:46,0,J. Mol. Evol.,MAY,2013,,2,1,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1SUXadd8qU8Y1cF,Default Response Set,2014-03-30 05:57:35,2014-03-30 05:59:00,0,Conserv. Biol.,JUN,2013,,2,1,1,2,3,4,1,Somewhat Disagree,Disagree,1,2,3,4,I'm not sure if any of my papers have publicly available datasets,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_eVbUTtByoAAWTe5,Default Response Set,2014-03-30 06:02:33,2014-03-30 06:04:00,0,BMC Biol.,JUL,2013,,2,1,1,2,3,4,1,Strongly Agree,Strongly Agree,1,2,3,4,I'm not sure if any of my papers have publicly available datasets,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_6XckfPNhjVLadtX,Default Response Set,2014-03-30 06:07:25,2014-03-30 06:13:38,0,Mol. Phylogenet. Evol.,APR,2013,,2,1,1,2,3,4,1,Strongly Agree,Somewhat Agree,1,2,3,4,"Yes, datasets from <b>2-4 papers</b> are publicly available on the internet",1,2,3,4,Once,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,A few times,Once,,,Never,1,2,3,4,,,,,,I don't know,,,,,No policy,,,,,,No policy,,ALL datasets are publicly available online,,,,,,,,A repository for data or research output,,,,,,,,,,,,,,,,,1,2,3,4,1,Strongly Disagree,.,.,.,.,.,.,.,.,.,.,.,,,.,.,.,Neutral,Neutral,.,.,.,.,.,Strongly agree,,1,2,3,4,Strongly Agree,Neutral,Other (please specify),industry position,1,2,3,4,,,,,,,
R_4GRGs0C654f5OAJ,Default Response Set,2014-03-30 06:53:05,2014-03-30 07:01:46,0,Mol. Biol. Evol.,JUL,2013,,2,1,1,2,3,4,1,Agree,Somewhat Disagree,1,2,3,4,"Yes, datasets from <b>2-4 papers</b> are publicly available on the internet",1,2,3,4,A few times,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Once,Never,Never,,Never,1,2,3,4,,Recommends online public archiving,,,,,,Recommends online public archiving,,,,,,Recommends online public archiving,,,,,ALL datasets are publicly available online,,,,,,,Journal supplementary information,,,,,,,,,,,,,,,,Not applicable,,1,2,3,4,1,Somewhat Disagree,Neutral,Neutral,.,.,.,.,.,.,.,.,.,Neutral,,.,.,.,Neutral,.,.,.,.,.,.,Neutral,,1,2,3,4,Agree,Agree,tenured faculty,,1,2,3,4,,,,,,,
R_5pav0YKfP3i0UGF,Default Response Set,2014-03-30 06:50:43,2014-03-30 07:08:06,0,BMC Evol. Biol.,JUN,2013,,2,1,1,2,3,4,1,Somewhat Agree,Somewhat Agree,1,2,3,4,"Yes, datasets from <b>2-4 papers</b> are publicly available on the internet",1,2,3,4,A few times,A few times,Never,Many times,Never,Never,Never,Never,Never,Never,Never,Never,Once,Once,Never,,Never,1,2,3,4,,,,,No policy,I don't know,,,,,No policy,,,,,,No policy,,,,NONE of the datasets are publicly available online,,,,,,,,,,,Not applicable,,,,We hadn't considered publicly archiving the dataset,,,,,,,,1,2,3,4,1,Neutral,Strongly agree,Strongly agree,Neutral,Neutral,Neutral,Neutral,.,.,.,.,Neutral,Neutral,,.,.,Neutral,Neutral,.,.,.,.,.,.,Neutral,,1,2,3,4,Somewhat Agree,Somewhat Agree,tenured faculty,,1,2,3,4,,,,,,,
R_0roqKvb5HKeAKlD,Default Response Set,2014-03-30 06:38:35,2014-03-30 07:09:02,0,Oikos,APR,2013,,2,1,1,2,3,4,1,Disagree,Somewhat Disagree,1,2,3,4,"Yes, a dataset from <b>one paper</b> is publicly available on the internet",1,2,3,4,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,,,Never,1,2,3,4,,Recommends online public archiving,,,,,,Recommends online public archiving,,,,,,Recommends online public archiving,,,,,,,,,We did not collect any data for that publication,,,,,,,,,Not applicable,,,,,,,,,,Not applicable,,1,2,3,4,1,Strongly Disagree,.,.,.,.,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,.,.,.,,,.,.,.,Neutral,.,.,.,Strongly agree,.,Strongly agree,,,1,2,3,4,Neutral,Neutral,postdoc,,1,2,3,4,,,,,,,
R_3OyznKwN50ggCup,Default Response Set,2014-03-30 06:59:29,2014-03-30 07:10:49,0,Oikos,JUL,2013,,2,1,1,2,3,4,1,Agree,Somewhat Agree,1,2,3,4,"Yes, a dataset from <b>one paper</b> is publicly available on the internet",1,2,3,4,Never,Never,Never,Never,Never,Never,Never,A few times,A few times,Never,Never,Never,Once,Never,,,Never,1,2,3,4,,Recommends online public archiving,,,,,,Recommends online public archiving,,,,,,Recommends online public archiving,,,,,ALL datasets are publicly available online,,,,,,,Journal supplementary information,,,,,,,,,,,,,,,,,,1,2,3,4,1,Somewhat Disagree,Strongly agree,Strongly agree,,Neutral,.,.,.,.,Neutral,.,Neutral,,,.,.,.,.,.,.,Neutral,.,.,Strongly agree,,,1,2,3,4,Agree,Agree,postdoc,,1,2,3,4,,,,,,,
R_6nkTA62XPAHSuRD,Default Response Set,2014-03-30 07:35:34,2014-03-30 07:35:47,0,Evol. Ecol.,MAY,2013,,2,1,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_9U2qXS5nXHxiJ4F,Default Response Set,2014-03-30 10:17:16,2014-03-30 10:19:30,0,BMC Plant Biol.,JUL,2013,,2,1,1,2,3,4,1,Neutral,Somewhat Agree,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_0AJN4LQQsBEqXdj,Default Response Set,2014-03-30 10:30:32,2014-03-30 10:36:00,0,Ecology,JUN,2013,,2,1,1,2,3,4,1,Strongly Agree,Agree,1,2,3,4,"Yes, datasets from <b>5 or more papers</b> are publicly available on the internet",1,2,3,4,Never,Never,Never,A few times,Never,Never,Never,Never,Never,Never,Never,Never,Once,Never,,,Never,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_77FsVoSIEv0NKAJ,Default Response Set,2014-03-30 11:32:33,2014-03-30 11:34:41,0,Genetics,JUN,2013,,2,1,1,2,3,4,1,Strongly Disagree,Somewhat Agree,1,2,3,4,I'm not sure if any of my papers have publicly available datasets,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3ympW0WzVA41Vo9,Default Response Set,2014-03-30 11:57:34,2014-03-30 12:06:36,0,Am. Nat.,JUN,2013,,2,1,1,2,3,4,1,Somewhat Agree,Somewhat Agree,1,2,3,4,"Yes, datasets from <b>2-4 papers</b> are publicly available on the internet",1,2,3,4,Never,Never,Never,Once,Never,Never,Never,Never,Never,Never,Never,Never,Once,Never,,,Never,1,2,3,4,,,Requires online public archiving,,,,,,,,No policy,,,,,,No policy,,ALL datasets are publicly available online,,,,,,,,A repository for data or research output,,,,,,,,,,,,,,,Not applicable,,1,2,3,4,1,Strongly Disagree,Strongly disagree,.,.,.,Neutral,Neutral,.,.,.,Neutral,.,,,.,.,.,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neutral,.,,,1,2,3,4,Disagree,Neutral,non-tenured faculty,,1,2,3,4,,,,,,,
R_eWlXtvs6omE0j4N,Default Response Set,2014-03-30 12:34:04,2014-03-30 12:47:39,0,Anim. Behav.,JUN,2013,,2,1,1,2,3,4,1,Somewhat Disagree,Disagree,1,2,3,4,"No, none of my paper-related datasets are publicly available on the internet",1,2,3,4,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Once,Never,,,Never,1,2,3,4,,,,,,I don't know,,,,,No policy,,,,,,No policy,,,,NONE of the datasets are publicly available online,,,,,,,,,,,Not applicable,,,,We hadn't considered publicly archiving the dataset,,,,,,,,1,2,3,4,1,Disagree,Neutral,Neutral,.,.,Neutral,Neutral,Neutral,Neutral,.,.,.,,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,.,,,1,2,3,4,Disagree,Neutral,student,,1,2,3,4,,,,,,,
R_2sfWFtxwhUG441D,Default Response Set,2014-03-30 14:00:04,2014-03-30 14:00:41,0,ISME J.,AUG,2013,,2,1,1,2,3,4,1,Agree,Agree,1,2,3,4,"Yes, datasets from <b>2-4 papers</b> are publicly available on the internet",1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_ezB68RlXQ3KrBXL,Default Response Set,2014-03-30 14:21:49,2014-03-30 14:32:00,0,Mol. Phylogenet. Evol.,MAY,2013,,2,1,1,2,3,4,1,Somewhat Agree,Neutral,1,2,3,4,"Yes, datasets from <b>2-4 papers</b> are publicly available on the internet",1,2,3,4,Many times,Many times,Never,A few times,Never,Never,Never,Never,Never,Never,Never,Never,Many times,A few times,,,Never,1,2,3,4,,,Requires online public archiving,,,,,Recommends online public archiving,,,,,,,,,,I don't know,ALL datasets are publicly available online,,,,,,,,A repository for data or research output,,,,,,,,,,,,,,,Not applicable,,1,2,3,4,1,Strongly Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,.,.,Strongly disagree,Strongly disagree,,,Strongly agree,.,.,Neutral,.,.,Neutral,.,Neutral,Strongly agree,,,1,2,3,4,Strongly Agree,Somewhat Agree,postdoc,,1,2,3,4,,,,,,,
R_0vPuSzPHSw1JEgd,Default Response Set,2014-03-30 14:59:35,2014-03-30 15:05:19,0,J. Exp. Bot.,JUL,2013,,2,1,1,2,3,4,1,Somewhat Agree,Somewhat Disagree,1,2,3,4,"No, none of my paper-related datasets are publicly available on the internet",1,2,3,4,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,,,Never,1,2,3,4,,Recommends online public archiving,,,,,,Recommends online public archiving,,,,,,Recommends online public archiving,,,,,,,NONE of the datasets are publicly available online,,,,,,,,,,,Not applicable,,,We plan to share the dataset upon request,We hadn't considered publicly archiving the dataset,,"We wanted to publicly archive the data but were not able to, due to resource limitations",,,,,,1,2,3,4,1,Disagree,.,.,.,.,.,Strongly disagree,.,.,.,.,.,,,.,.,.,.,.,.,.,Neutral,Neutral,.,,,1,2,3,4,Agree,Neutral,tenured faculty,,1,2,3,4,,,,,,,
R_57rKpueoGxBwlG5,Default Response Set,2014-03-30 15:43:34,2014-03-30 15:43:48,0,New Phytol.,APR,2013,,2,1,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2cz3nxUBKQp1fAV,Default Response Set,2014-03-30 16:54:13,2014-03-30 16:54:24,0,Genome Res.,JUL,2013,,2,1,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_38ZnWsxJ4Pil3U1,Default Response Set,2014-03-30 20:04:37,2014-03-30 20:13:21,0,Biol. Conserv.,JUL,2013,,2,1,1,2,3,4,1,Somewhat Disagree,Strongly Disagree,1,2,3,4,"No, none of my paper-related datasets are publicly available on the internet",1,2,3,4,Once,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Once,Once,,,Never,1,2,3,4,,,,,No policy,,,,,,No policy,,,,,,No policy,,,,NONE of the datasets are publicly available online,,,,,,,,,,,Not applicable,,,,We hadn't considered publicly archiving the dataset,,,,,,,,1,2,3,4,1,Somewhat Agree,Neutral,.,.,.,.,.,.,.,Strongly agree,.,.,,,Neutral,.,.,.,.,.,.,Neutral,.,.,,,1,2,3,4,Somewhat Agree,Somewhat Agree,research staff,,1,2,3,4,,,,,,,
R_blok6JrrrlnsWO1,Default Response Set,2014-03-30 20:28:33,2014-03-30 20:40:10,0,Mol. Phylogenet. Evol.,AUG,2013,,2,1,1,2,3,4,1,Strongly Agree,Agree,1,2,3,4,"Yes, datasets from <b>5 or more papers</b> are publicly available on the internet",1,2,3,4,Never,Never,Never,A few times,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,,,Never,1,2,3,4,,,,,,,,,,,,,,,,,,,ALL datasets are publicly available online,,,,,,,Journal supplementary information,A repository for data or research output,,,,,,,,,,,,,,,,,1,2,3,4,1,Strongly Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,.,.,Strongly disagree,,,Strongly agree,Strongly agree,Neutral,.,.,Neutral,Neutral,Strongly agree,Strongly agree,Strongly agree,,,1,2,3,4,Agree,Agree,postdoc,,1,2,3,4,,,,,,,
R_1YAwcThM6XFLWkZ,Default Response Set,2014-03-30 20:42:27,2014-03-30 20:42:38,0,J. Exp. Bot.,SEP,2013,,2,1,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_4OSLfUsi71WmAkZ,Default Response Set,2014-03-30 20:39:12,2014-03-30 20:45:05,0,Genetics,SEP,2013,,2,1,1,2,3,4,1,Somewhat Disagree,Somewhat Disagree,1,2,3,4,"Yes, datasets from <b>5 or more papers</b> are publicly available on the internet",1,2,3,4,A few times,Never,Never,A few times,A few times,Never,Never,Never,Never,Never,Never,Never,Many times,A few times,,,A few times,1,2,3,4,,,Requires online public archiving,,,,,Recommends online public archiving,,,,,,Recommends online public archiving,,,,,ALL datasets are publicly available online,,,,,,,Journal supplementary information,A repository for data or research output,,,,,,,,,,,,,,,Not applicable,,1,2,3,4,1,Disagree,.,.,.,.,.,.,Neutral,.,.,.,.,Strongly agree,Don't know how far this goes - are we talking about full notebook archiving?,.,Neutral,Neutral,.,.,.,.,.,.,.,,,1,2,3,4,Agree,Agree,non-tenured faculty,,1,2,3,4,,,,,,,
R_aWt10iquhxVGiDr,Default Response Set,2014-03-30 20:49:52,2014-03-30 20:57:42,0,Oecologia,SEP,2013,,2,1,1,2,3,4,1,Somewhat Agree,Disagree,1,2,3,4,"No, none of my paper-related datasets are publicly available on the internet",1,2,3,4,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,,Never,1,2,3,4,,,,,,I don't know,,,,,,I don't know,,,,,,I don't know,,,NONE of the datasets are publicly available online,,,,,,,,,,,Not applicable,,,We plan to share the dataset upon request,We hadn't considered publicly archiving the dataset,,,,,,,,1,2,3,4,1,Somewhat Disagree,.,.,Neutral,Neutral,.,.,.,.,.,.,.,,,.,.,.,.,.,.,.,Neutral,Neutral,Neutral,,,1,2,3,4,Somewhat Agree,Neutral,Other (please specify),Non-tenure track research scientist (may be non-tenured faculty),1,2,3,4,,,,,,,
R_bjcj5dSM3Ywbq3H,Default Response Set,2014-03-30 20:59:48,2014-03-30 21:15:45,0,J. Evol. Biol.,AUG,2013,,2,1,1,2,3,4,1,Somewhat Disagree,Disagree,1,2,3,4,"Yes, datasets from <b>2-4 papers</b> are publicly available on the internet",1,2,3,4,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Once,Never,Never,,Never,1,2,3,4,,Recommends online public archiving,,,,,,,,,No policy,,,Recommends online public archiving,,,,,,SOME but not all of the datasets are publicly available online,,,,,,Journal supplementary information,A repository for data or research output,,,,,,,,,,,,,,,,,1,2,3,4,1,Disagree,.,.,.,.,.,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,.,Strongly disagree,,,.,Neutral,.,Strongly disagree,Strongly disagree,.,.,Neutral,Neutral,.,,,1,2,3,4,Neutral,Neutral,postdoc,,1,2,3,4,,,,,,,
R_bf4A97mXoNjZM7r,Default Response Set,2014-03-30 21:38:17,2014-03-30 21:47:12,0,Conserv. Biol.,APR,2013,,2,1,1,2,3,4,1,Neutral,Strongly Disagree,1,2,3,4,"No, none of my paper-related datasets are publicly available on the internet",1,2,3,4,Never,Never,Never,Never,Never,Never,Never,Once,Once,Never,Never,Never,Never,Never,,,Never,1,2,3,4,,,,,,I don't know,,,,Other,,,,,,,No policy,,,,,,We did not collect any data for that publication,,,,,,,,,Not applicable,,,,,,,,,,Not applicable,,1,2,3,4,1,Neutral,Neutral,Strongly agree,.,.,.,.,Strongly disagree,Strongly disagree,Strongly agree,Neutral,Strongly agree,,,Strongly agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,,,1,2,3,4,Strongly Disagree,Agree,student,,1,2,3,4,,,,,,,
R_cLUhHeasHcJqHyd,Default Response Set,2014-03-30 21:52:25,2014-03-30 22:08:14,0,Heredity,SEP,2013,,2,1,1,2,3,4,1,Agree,Somewhat Agree,1,2,3,4,"Yes, datasets from <b>5 or more papers</b> are publicly available on the internet",1,2,3,4,Never,Never,Never,A few times,Once,Never,Once,Never,Never,Never,Never,Never,A few times,Never,,,Never,1,2,3,4,,,Requires online public archiving,,,,,Recommends online public archiving,,Other,,,,Recommends online public archiving,,Other,,,ALL datasets are publicly available online,,,,,,,,A repository for data or research output,,,,,,,,,,,,,,,,,1,2,3,4,1,Neutral,.,.,Neutral,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,.,.,.,,,.,.,Neutral,Strongly disagree,Neutral,.,Neutral,Neutral,Neutral,.,,,1,2,3,4,Agree,Neutral,tenured faculty,,1,2,3,4,,,,,,,
R_1Sx4x2H1DgHC2uF,Default Response Set,2014-03-30 22:12:10,2014-03-30 22:12:20,0,J. Exp. Bot.,DEC,2013,,2,1,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_0qroUhvR8RWHonr,Default Response Set,2014-03-30 22:09:19,2014-03-30 22:17:48,0,J. Exp. Bot.,NOV,2013,,2,1,1,2,3,4,1,Agree,Agree,1,2,3,4,"Yes, datasets from <b>2-4 papers</b> are publicly available on the internet",1,2,3,4,Once,Never,Never,A few times,A few times,Never,Never,Never,Never,Never,Never,Never,Many times,,,,Never,1,2,3,4,,Recommends online public archiving,,,,,,Recommends online public archiving,,,,,,Recommends online public archiving,,,,,ALL datasets are publicly available online,,,,,,,Journal supplementary information,,,,,,,,,,,,,,,,Not applicable,,1,2,3,4,1,Disagree,Neutral,.,Strongly disagree,.,Neutral,.,Strongly disagree,Strongly disagree,.,.,.,,,.,.,.,.,.,Neutral,Neutral,.,.,.,,,1,2,3,4,Agree,Neutral,research staff,,1,2,3,4,,,,,,,
R_5yzNNCEfJkwJEEd,Default Response Set,2014-03-30 22:24:18,2014-03-30 22:28:37,0,J. Exp. Bot.,NOV,2013,,2,1,1,2,3,4,1,Neutral,Neutral,1,2,3,4,I'm not sure if any of my papers have publicly available datasets,1,2,3,4,A few times,Never,Never,A few times,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,,,Never,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_9NYAdgmap4xF1nn,Default Response Set,2014-03-30 23:03:57,2014-03-30 23:04:13,0,Oecologia,OCT,2013,,2,1,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_e9uhaVNE5GF27HL,Default Response Set,2014-03-30 22:57:30,2014-03-30 23:06:58,0,Genome Res.,DEC,2013,,2,1,1,2,3,4,1,Strongly Agree,Strongly Agree,1,2,3,4,"Yes, datasets from <b>5 or more papers</b> are publicly available on the internet",1,2,3,4,Never,Never,Never,Never,A few times,Never,Never,Never,Never,Never,Never,Never,Many times,A few times,,,A few times,1,2,3,4,,Recommends online public archiving,,,,,,,,,No policy,,,,,,No policy,,ALL datasets are publicly available online,,,,,,,,,A personal or lab website,,,,,,,,,,,,,,Not applicable,,1,2,3,4,1,Neutral,.,.,Strongly disagree,.,.,.,.,.,Strongly agree,.,.,,,.,.,Neutral,.,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,1,2,3,4,Strongly Agree,Strongly Agree,Other (please specify),PI,1,2,3,4,,,,,,,
R_0HEWbpR9bpVk9sV,Default Response Set,2014-03-30 23:23:49,2014-03-30 23:23:58,0,Am. Nat.,NOV,2013,,2,1,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
