"","ResponseID","StartDate","EndDate","Finished","journal","month","year","URL","q","Q1","Q2_1","Q2_2","Q2_3","Q2_4","Q3","Q4","Q5","Q6_1","Q6_2","Q6_3","Q6_4","Q7","Q8_1","Q8_2","Q8_3","Q8_4","Q9_1","Q9_2","Q9_3","Q9_4","Q9_5","Q9_7","Q9_8","Q9_9","Q9_10","Q9_11","Q9_12","Q9_13","Q9_14","Q9_15","Q9_16","Q9_17","Q10_1","Q10_2","Q10_3","Q10_4","Q12_1","Q12_2","Q12_3","Q12_4","Q12_5","Q12_6","Q13_1","Q13_2","Q13_3","Q13_4","Q13_5","Q13_6","Q14_1","Q14_2","Q14_3","Q14_4","Q14_5","Q14_6","Q14_7","Q14_8","Q14_9","Q14_10","Q15_1","Q15_2","Q15_3","Q15_4","Q16","Q17","Q18_1","Q18_2","Q18_3","Q18_4","Q18_5","Q18_6","Q18_7","Q18_8","Q18_9","Q18_10","Q18_11","Q18_12","Q19_1","Q19_2","Q19_3","Q19_4","Q19_5","Q19_6","Q19_7","Q19_8","Q19_9","Q19_10","Q19_11","Q19_11_TEXT","Q20_1","Q20_2","Q20_3","Q20_4","Q21","Q22","Q23","Q23_TEXT","Q24_1","Q24_2","Q24_3","Q24_4","Q26","Q27_1","Q27_2","Q27_3","Q27_4","X","Q11_1","Q11_2","Q11_3"
"2641","R_81XtVWinN007S6N","2012-12-07 18:46:15","2012-12-07 18:57:53","1","J. Anim. Ecol.","SEP","2012","","1","1","1","2","3","4","1","Somewhat Agree","Disagree","1","2","3","4","2-4 papers","1","2","3","4","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","1","2","3","4","","SOME but not all of the datasets are publicly available online","","","","","Journal supplementary information","","A personal or lab website","","","","","","We plan to share the dataset upon request","","","","","","","","1","2","3","4","1","Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,"Strongly Disagree",NA,"Strongly Disagree",NA,NA,NA,"Strongly Disagree",NA,"Neutral","Neutral",NA,NA,"Neutral",NA,NA,NA,NA,"Strongly Agree","","","1","2","3","4","Disagree","Neutral","student","","1","2","3","4","1","1","2","3","4",NA,"Recommends online public archiving","No policy",""
"2642","R_8BRMnnnmT60PLg1","2012-12-08 00:55:50","2012-12-08 01:02:39","1","Behav. Ecol.","JUL","2012","","1","1","1","2","3","4","1","Agree","Disagree","1","2","3","4","1 paper","1","2","3","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2","3","4","","","NONE of the datasets are publicly available online","","","","","","","","","Not applicable","","","We plan to share the dataset upon request","","","","","","","","1","2","3","4","1","Somewhat Agree",NA,NA,NA,"Strongly Agree",NA,NA,NA,"Strongly Agree","Strongly Agree",NA,NA,NA,NA,"Neutral","Neutral",NA,NA,"Neutral","Neutral",NA,"Neutral",NA,"","","1","2","3","4","Disagree","Disagree","non-tenured faculty","","1","2","3","4","1","1","2","3","4",NA,"I don't know","No policy","No policy"
"2643","R_1XqlCNs8q4PXERT","2012-12-08 08:13:42","2012-12-08 08:21:49","1","BMC Evol. Biol.","AUG","2012","","1","1","1","2","3","4","1","Agree","Somewhat Disagree","1","2","3","4","1 paper","1","2","3","4","Once","Once","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Once","Never",NA,"Never","1","2","3","4","","SOME but not all of the datasets are publicly available online","","","","","Journal supplementary information","A repository for data or research output","","","","","","","We plan to share the dataset upon request","","","","","","","","1","2","3","4","1","Disagree",NA,NA,"Neutral",NA,NA,NA,NA,NA,NA,NA,"Neutral",NA,"Strongly Agree",NA,NA,"Neutral",NA,"Strongly Agree","Strongly Agree",NA,NA,"Strongly Agree","","","1","2","3","4","Strongly Agree","Strongly Agree","student","","1","2","3","4","1","1","2","3","4",NA,"Requires online public archiving","No policy","No policy"
"2644","R_d6XGCKpAZ8IYue9","2012-12-08 10:50:39","2012-12-08 10:56:48","1","Biol. Conserv.","SEP","2012","","1","1","1","2","3","4","1","Strongly Disagree","Strongly Disagree","1","2","3","4","5+ papers","1","2","3","4","A few times","A few times","A few times","A few times","A few times","Never","Never","Never","Never","Never","Never","Never","Never","A few times",NA,"A few times","1","2","3","4","ALL datasets are publicly available online","","","","","","","A repository for data or research output","","","","","","","","","","","","","Not applicable","","1","2","3","4","1","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,"Strongly Agree","Neutral","Neutral","Neutral","Neutral","Neutral",NA,"Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","","","1","2","3","4","Strongly Agree","Somewhat Agree","research staff","","1","2","3","4","1","1","2","3","4",NA,"Recommends online public archiving","No policy","No policy"
"2645","R_234AX2ieMwqnQX3","2012-12-08 23:57:57","2012-12-09 00:05:22","1","BMC Evol. Biol.","JUL","2012","","1","1","1","2","3","4","1","Strongly Agree","Somewhat Agree","1","2","3","4","5+ papers","1","2","3","4","A few times","Never","Never","A few times","Never","Once","Never","Never","Once","Never","Never","Never","A few times","A few times",NA,"Once","1","2","3","4","ALL datasets are publicly available online","","","","","","Journal supplementary information","","","","","","","","","","","","","","","","1","2","3","4","1","Disagree",NA,NA,"Strongly Disagree",NA,NA,NA,"Strongly Disagree",NA,NA,NA,"Strongly Disagree",NA,"Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","","","1","2","3","4","Strongly Agree","Strongly Agree","tenured faculty","","1","2","3","4","1","1","2","3","4",NA,"Recommends online public archiving","Recommends online public archiving","Requires online public archiving"
"2646","R_3xfEQBGCOsqFFcx","2012-12-06 16:46:33","2012-12-06 16:46:45","0","Mol. Biol. Evol.","SEP","2012","","1","1","1","2","3","4","",NA,NA,"","","","",NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,"","","","","","","","","","","",NA,"","",""
"2647","R_0IMHiTqMkLHE0Lj","2012-12-06 16:49:39","2012-12-06 16:49:48","0","Genetics","JUL","2012","","1","1","1","2","3","4","",NA,NA,"","","","",NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,"","","","","","","","","","","",NA,"","",""
"2648","R_bPAqSOhL7xTiYtf","2012-12-06 16:50:22","2012-12-06 16:53:34","0","Glob. Change Biol.","JUN","2012","","1","1","1","2","3","4","1","Somewhat Agree","Somewhat Agree","1","2","3","4","None","1","2","3","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2","3","4","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,"","","","","","","","","","","",NA,"","",""
"2649","R_e2GAoaqDPAQLjlr","2012-12-06 16:46:13","2012-12-06 16:59:02","0","Ecology","JUL","2012","","1","1","1","2","3","4","1","Somewhat Disagree","Disagree","1","2","3","4","2-4 papers","1","2","3","4",NA,"A few times",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2","3","4","","SOME but not all of the datasets are publicly available online","","","","","","","","","Other (please specify)","","","","We plan to share the dataset upon request","","","","","","","","1","2","3","4","1","Somewhat Agree","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,"Neutral",NA,NA,NA,"Neutral","Neutral","Neutral",NA,NA,NA,"Neutral",NA,NA,"","","1","2","3","4","Somewhat Agree","Somewhat Agree","student","","1","2","3","4","","","","","",NA,"Recommends online public archiving","No policy","Other"
"2650","R_2fW5qRlcUHA9kBD","2012-12-06 17:01:34","2012-12-06 17:04:12","0","Conserv. Biol.","AUG","2012","","1","1","1","2","3","4","1","Somewhat Agree","Somewhat Disagree","1","2","3","4","1 paper","1","2","3","4","Once","Once","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never",NA,"Never","1","2","3","4","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,"","","","","","","","","","","",NA,"","",""
"2651","R_6QjZlKC4Vxnn68B","2012-12-06 16:47:26","2012-12-06 17:08:21","0","New Phytol.","AUG","2012","","1","1","1","2","3","4","1","Agree","Somewhat Agree","1","2","3","4","2-4 papers","1","2","3","4","Once","Once","Never","A few times","Never","Once","Never","Never","Never","Never","Never","Never","Many times","A few times",NA,"Never","1","2","3","4","","SOME but not all of the datasets are publicly available online","","","","","Journal supplementary information","","","The entire dataset is in the body of the paper","","","","","We plan to share the dataset upon request","","","","","","","","1","2","3","4","1","Disagree",NA,NA,"Neutral",NA,NA,NA,"Strongly Disagree",NA,NA,"Neutral","Strongly Disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","1","2","3","4","Strongly Agree","Agree","tenured faculty","","1","2","3","4","","","","","",NA,"Recommends online public archiving","No policy","No policy"
"2652","R_4GBj8RQ0M0uB0X3","2012-12-09 16:57:13","2012-12-09 17:12:49","1","New Phytol.","AUG","2012","","1","1","1","2","3","4","1","Strongly Agree","Strongly Agree","1","2","3","4","1 paper","1","2","3","4","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Once","Once","Never",NA,"Never","1","2","3","4","ALL datasets are publicly available online","","","","","","Journal supplementary information","","","","","","","","","","","","","","","","1","2","3","4","1","Agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Neutral","Neutral","Neutral","Neutral",NA,NA,"Strongly Agree","","","1","2","3","4","Disagree","Disagree","research staff","","1","2","3","4","1","1","2","3","4",NA,"No policy","No policy","No policy"
"2653","R_eyMXTg92N7LvRo9","2012-12-06 17:04:59","2012-12-06 17:14:20","0","Conserv. Biol.","AUG","2012","","1","1","1","2","3","4","1","Strongly Agree","Somewhat Agree","1","2","3","4","1 paper","1","2","3","4","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Once","Never",NA,"Never","1","2","3","4","ALL datasets are publicly available online","","","","","","","A repository for data or research output","","","","","","","","","","","","","","","1","2","3","4","1","Agree",NA,NA,NA,"Neutral",NA,NA,"Strongly Disagree","Strongly Disagree",NA,"Strongly Agree","Strongly Disagree",NA,NA,"Neutral",NA,"Strongly Disagree",NA,"Neutral","Neutral",NA,NA,NA,"","","1","2","3","4","Disagree","Agree","student","","1","2","3","4","","","","","",NA,"I don't know","Requires online public archiving","No policy"
"2654","R_3rQsimthonQ7ULr","2012-12-06 16:59:30","2012-12-06 17:18:11","0","Ecol. Appl.","JUL","2012","","1","1","1","2","3","4","1","Disagree","Strongly Disagree","1","2","3","4","2-4 papers","1","2","3","4","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","A few times","Never",NA,"Never","1","2","3","4","","","NONE of the datasets are publicly available online","","","Other (please specify)","","","","","","Not applicable","","","","","","","","","","We wanted to publicly archive the data but were not able to, due to licencing or funder restrictions","1","2","3","4","1","Strongly Disagree","Strongly Agree","Strongly Agree",NA,NA,NA,NA,"Strongly Disagree","Strongly Disagree",NA,NA,"Strongly Disagree",NA,"Strongly Agree","Strongly Agree","Strongly Agree","Neutral",NA,"Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","","","1","2","3","4","Agree","Somewhat Disagree","non-tenured faculty","","1","2","3","4","","","","","",NA,"No policy","No policy","No policy"
"2655","R_0VCYxscs4SJkRUN","2012-12-06 17:14:09","2012-12-06 17:18:37","0","Ecology","JUL","2012","","1","1","1","2","3","4","1","Agree","Neutral","1","2","3","4","None","1","2","3","4","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never",NA,"Never","1","2","3","4","","","NONE of the datasets are publicly available online","","","","","","","","","Not applicable","","We plan to publicly archive the dataset in the future","","","","","","","","","1","2","3","4","1","Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Strongly Disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,".","","1","2","3","4","Agree","Agree","student","","1","2","3","4","","","","","",NA,"Recommends online public archiving","No policy","I don't know"
"2656","R_3CY99FoutImPvRH","2012-12-06 17:25:19","2012-12-06 17:26:12","0","Genome Res.","JUN","2012","","1","1","1","2","3","4","1","Strongly Agree","Strongly Agree","1","2","3","4","Not sure","1","2","3","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,"","","","","","","","","","","",NA,"","",""
"2657","R_e51ArZwmwRIvRkN","2012-12-06 17:18:52","2012-12-06 17:27:24","0","Mol. Biol. Evol.","JUL","2012","","1","1","1","2","3","4","1","Strongly Agree","Agree","1","2","3","4","5+ papers","1","2","3","4","A few times","A few times","A few times","A few times","Never","A few times","Never","Never","Never","Never","Never","Never","Many times","Many times",NA,"Never","1","2","3","4","","SOME but not all of the datasets are publicly available online","","","","","Journal supplementary information","A repository for data or research output","","","","","","","We plan to share the dataset upon request","","","","","","","","1","2","3","4","1","Strongly Disagree","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",NA,NA,"Neutral",NA,"Strongly Agree",NA,NA,"Neutral",NA,NA,NA,NA,NA,"Strongly Agree","","","1","2","3","4","Agree","Agree","non-tenured faculty","","1","2","3","4","","","","","",NA,"Requires online public archiving","Requires online public archiving","Recommends online public archiving"
"2658","R_effEe5qJM35OX0V","2012-12-06 17:25:02","2012-12-06 17:31:59","0","Proc. R. Soc. B-Biol. Sci.","AUG","2012","","1","1","1","2","3","4","1","Agree","Disagree","1","2","3","4","2-4 papers","1","2","3","4","Never","Never","Never","A few times","Never","Never","Never","Never","Never","Never","Never","Never","A few times","Once",NA,"Never","1","2","3","4","ALL datasets are publicly available online","","","","","","Journal supplementary information","","","","","","","","","","","","","","Not applicable","","1","2","3","4","1","Agree","Strongly Agree","Strongly Agree","Strongly Disagree","Strongly Disagree",NA,NA,"Neutral",NA,NA,NA,NA,NA,NA,"Neutral",NA,"Neutral",NA,NA,NA,NA,NA,NA,"","","1","2","3","4","Agree","Strongly Agree","non-tenured faculty","","1","2","3","4","","","","","",NA,"I don't know","No policy","Recommends online public archiving"
"2659","R_a95bntB269HPnWB","2012-12-06 17:33:38","2012-12-06 17:38:40","0","Ecology","JUN","2012","","1","1","1","2","3","4","1","Disagree","Disagree","1","2","3","4","2-4 papers","1","2","3","4","Never","Never","Never","Many times","A few times","Never","Never","Never","Never","Never","Never","Never","A few times","A few times",NA,"A few times","1","2","3","4","","SOME but not all of the datasets are publicly available online","","","","","Journal supplementary information","A repository for data or research output","A personal or lab website","","","","","","","","","","We wanted to publicly archive the data but were not able to, for other reasons","","","","1","2","3","4","1","Neutral",NA,NA,"Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Neutral","Neutral","Neutral","Strongly Disagree","Strongly Disagree","Neutral","Neutral","Neutral","Neutral",NA,"","","1","2","3","4","Agree","Neutral","non-tenured faculty","","1","2","3","4","","","","","",NA,"Recommends online public archiving","Recommends online public archiving","No policy"
"2660","R_6Xq9Y8GdeLXTp2d","2012-12-06 17:38:00","2012-12-06 17:46:37","0","Biol. Lett.","JUN","2012","","1","1","1","2","3","4","1","Strongly Agree","Strongly Agree","1","2","3","4","5+ papers","1","2","3","4","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","A few times","Never","Never","Never","1","2","3","4","ALL datasets are publicly available online","","","","","","","A repository for data or research output","","","","","","","","","","","","","","","1","2","3","4","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,"","","","","","","","","","","",NA,"Requires online public archiving","No policy","No policy"
"2661","R_blyA3MNoT84z6ND","2012-12-06 17:46:55","2012-12-06 17:54:42","0","Biol. Lett.","JUN","2012","","1","1","1","2","3","4","1","Agree","Agree","1","2","3","4","2-4 papers","1","2","3","4","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","A few times","Never","Never","Never","1","2","3","4","ALL datasets are publicly available online","","","","","","","A repository for data or research output","","","","","","","","","","","","","Not applicable","","1","2","3","4","1","Disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","1","2","3","4","Somewhat Agree","Agree","postdoc","","1","2","3","4","","","","","",NA,"Requires online public archiving","No policy","No policy"
"2662","R_3eD3mpj2cXb8inr","2012-12-06 17:47:23","2012-12-06 17:56:09","0","Ecology","AUG","2012","","1","1","1","2","3","4","1","Agree","Somewhat Disagree","1","2","3","4","2-4 papers","1","2","3","4","A few times","A few times","Once","Once","Never","Never","Never","Never","Never","Never","Never","Never","Never","Once",NA,"Never","1","2","3","4","ALL datasets are publicly available online","","","","","","","","","","Other (please specify)","","","","","","","","","","","","1","2","3","4","1","Somewhat Disagree",NA,NA,"Neutral",NA,"Neutral",NA,"Strongly Disagree","Strongly Disagree",NA,NA,"Strongly Disagree",NA,NA,NA,NA,"Strongly Disagree",NA,NA,NA,NA,"Neutral",NA,"","","1","2","3","4","Strongly Agree","Strongly Agree","tenured faculty","","1","2","3","4","","","","","",NA,"Recommends online public archiving","No policy","No policy"
"2663","R_dmbN9wdLSYma0mx","2012-12-06 17:56:49","2012-12-06 18:02:33","0","Proc. R. Soc. B-Biol. Sci.","JUL","2012","","1","1","1","2","3","4","1","Somewhat Agree","Somewhat Agree","1","2","3","4","5+ papers","1","2","3","4","Never","Once","Never","Never","Many times","Never","A few times","Once","A few times","A few times","A few times","Many times","Many times","Many times","Never","Many times","1","2","3","4","ALL datasets are publicly available online","","","","","","Journal supplementary information","","A personal or lab website","","","","","","","","","","","","Not applicable","","1","2","3","4","1","Neutral",NA,"Strongly Agree","Strongly Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Agree",NA,NA,NA,NA,"Neutral","Strongly Disagree","Strongly Disagree","Neutral","Neutral",NA,NA,"Strongly Agree","","","1","2","3","4","Strongly Agree","Strongly Agree","tenured faculty","","1","2","3","4","","","","","",NA,"Requires online public archiving","No policy","No policy"
"2664","R_8JoboCEsBc9P35b","2012-12-06 17:46:39","2012-12-06 18:05:47","0","Conserv. Genet.","AUG","2012","","1","1","1","2","3","4","1","Agree","Somewhat Agree","1","2","3","4","2-4 papers","1","2","3","4","Never","Never","Never","A few times","Never","Never","Never","Never","Never","Never","Never","Never","Many times","Once","Never","Never","1","2","3","4","","SOME but not all of the datasets are publicly available online","","","","","","A repository for data or research output","","","","","","We plan to publicly archive the dataset in the future","","","","","","Other (please specify)","","","1","2","3","4","1","Neutral","Strongly Agree","Strongly Agree","Neutral","Neutral","Neutral","Neutral","Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Agree","Neutral",NA,NA,NA,"Neutral","Neutral","Neutral",NA,NA,"Neutral",NA,NA,"","","1","2","3","4","Somewhat Disagree","Neutral","student","","1","2","3","4","","","","","",NA,"Other","No policy","No policy"
"2665","R_0GtToOuBLaaUFLv","2012-12-06 18:14:17","2012-12-06 18:19:58","0","Ecol. Appl.","SEP","2012","","1","1","1","2","3","4","1","Neutral","Disagree","1","2","3","4","None","1","2","3","4","Never","Never","Never","Once","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never",NA,"Never","1","2","3","4","","","NONE of the datasets are publicly available online","","","","","","","","","Not applicable","","","We plan to share the dataset upon request","We hadn't considered publicly archiving the dataset","","","","","","","1","2","3","4","1","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,"Strongly Disagree","Strongly Disagree",NA,"Neutral","Neutral","Neutral","Neutral","Neutral","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree",NA,"","","1","2","3","4","Strongly Agree","Disagree","tenured faculty","","1","2","3","4","","","","","",NA,"I don't know","No policy","No policy"
"2666","R_3Poqy8wvyQhUNa5","2012-12-06 18:07:49","2012-12-06 18:27:09","0","J. Exp. Bot.","JUN","2012","","1","1","1","2","3","4","1","Agree","Disagree","1","2","3","4","None","1","2","3","4","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never",NA,"Never","1","2","3","4","","","NONE of the datasets are publicly available online","","","","","","","","","Not applicable","","","","We hadn't considered publicly archiving the dataset","","","","","","","1","2","3","4","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,"","","","","","","","","","","",NA,"I don't know","I don't know","No policy"
"2667","R_9KQPbsXk3I5rNLD","2012-12-06 18:52:01","2012-12-06 18:59:04","0","Am. Nat.","JUL","2012","","1","1","1","2","3","4","1","Somewhat Agree","Neutral","1","2","3","4","1 paper","1","2","3","4","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never",NA,"Never","1","2","3","4","","","","","We did not collect any data for that publication","Other (please specify)","Journal supplementary information","","A personal or lab website","","","","","","","","","","","","","","1","2","3","4","1","Agree","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",NA,NA,NA,NA,NA,NA,"Strongly Agree","Strongly Agree",NA,NA,NA,"Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","","","1","2","3","4","Agree","Neutral","tenured faculty","","1","2","3","4","","","","","",NA,"Requires online public archiving","No policy","No policy"
"2668","R_bIu1uj1uq8qSupf","2012-12-06 19:02:10","2012-12-06 19:09:40","0","Mol. Phylogenet. Evol.","SEP","2012","","1","1","1","2","3","4","1","Agree","Strongly Agree","1","2","3","4","1 paper","1","2","3","4","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","A few times","Never","Never","Never","1","2","3","4","ALL datasets are publicly available online","","","","","","","","","","Other (please specify)","","","","","","","","","","Not applicable","","1","2","3","4","1","Agree",NA,NA,NA,"Neutral",NA,NA,"Strongly Disagree","Strongly Disagree",NA,NA,"Neutral",NA,NA,NA,"Neutral","Neutral","Neutral","Strongly Disagree","Strongly Disagree","Neutral",NA,"Strongly Agree","","","1","2","3","4","Strongly Agree","Neutral","student","","1","2","3","4","","","","","",NA,"Requires online public archiving","No policy","I don't know"
"2669","R_7Qyo8tdmxkr6QoB","2012-12-06 19:11:53","2012-12-06 19:18:56","0","Genetics","AUG","2012","","1","1","1","2","3","4","1","Strongly Agree","Strongly Agree","1","2","3","4","5+ papers","1","2","3","4","Once","Once","Once","A few times","Never","Never","Never","Never","Never","Never","Never","Never","A few times","Never",NA,"A few times","1","2","3","4","ALL datasets are publicly available online","","","","","","Journal supplementary information","","","","","","","","","","","","","","Not applicable","","1","2","3","4","1","Strongly Disagree","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Strongly Disagree","Neutral","Neutral","Neutral","Neutral",NA,"Strongly Agree",NA,NA,"Neutral",NA,"Neutral","Neutral","Strongly Agree","Strongly Agree","Strongly Agree","","","1","2","3","4","Strongly Agree","Strongly Agree","non-tenured faculty","","1","2","3","4","","","","","",NA,"I don't know","Requires online public archiving","Requires online public archiving"
"2670","R_6FGggEwG22NZfut","2012-12-06 19:23:57","2012-12-06 19:28:32","0","Biol. Lett.","AUG","2012","","1","1","1","2","3","4","1","Somewhat Agree","Neutral","1","2","3","4","5+ papers","1","2","3","4","A few times","A few times","Once","Many times","Never","Never","A few times","Once","A few times","Never","Never","Once","Many times","A few times",NA,"A few times","1","2","3","4","","","","I don't know","","","Journal supplementary information","","","","","","","","","","","","","","Not applicable","","1","2","3","4","1","Disagree",NA,NA,NA,"Strongly Agree","Neutral","Neutral",NA,NA,NA,NA,"Neutral",NA,"Strongly Agree","Strongly Agree",NA,"Strongly Disagree","Neutral","Neutral","Neutral","Neutral","Neutral","Strongly Agree","","","1","2","3","4","Agree","Agree","tenured faculty","","1","2","3","4","","","","","",NA,"I don't know","No policy","No policy"
"2671","R_bwuiqdnXQ99Cqk5","2012-12-06 19:40:40","2012-12-06 19:41:21","0","J. Exp. Biol.","AUG","2012","","1","1","1","2","3","4","",NA,NA,"","","","",NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,"","","","","","","","","","","",NA,"","",""
"2672","R_1TXfWyMtgdUti17","2012-12-06 19:36:51","2012-12-06 19:45:08","0","Genome Res.","JUL","2012","","1","1","1","2","3","4","1","Strongly Agree","Strongly Agree","1","2","3","4","2-4 papers","1","2","3","4","Never","Never","Never","A few times","A few times","Never","Never","Never","Never","Never","Never","Never","A few times","A few times",NA,"Never","1","2","3","4","ALL datasets are publicly available online","","","","","","","","","","Other (please specify)","","","","","","","","","","","","1","2","3","4","1","Strongly Disagree","Neutral","Neutral","Neutral",NA,NA,NA,"Strongly Disagree","Strongly Disagree",NA,NA,"Strongly Disagree",NA,"Strongly Agree","Strongly Agree","Neutral","Strongly Disagree",NA,"Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Agree","","","1","2","3","4","Strongly Agree","Neutral","tenured faculty","","1","2","3","4","","","","","",NA,"","Recommends online public archiving","No policy"
"2673","R_6xvCml9FlXN7LW5","2012-12-06 19:38:29","2012-12-06 19:51:06","0","Oecologia","JUL","2012","","1","1","1","2","3","4","1","Disagree","Disagree","1","2","3","4","Not sure","1","2","3","4","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","1","2","3","4","","SOME but not all of the datasets are publicly available online","","I don't know","","","","","","","","Not applicable","","","We plan to share the dataset upon request","","","We wanted to publicly archive the data but were not able to, due to resource limitations","We wanted to publicly archive the data but were not able to, for other reasons","","","","1","2","3","4","1","Strongly Agree","Neutral","Neutral","Strongly Disagree",NA,NA,NA,"Neutral","Neutral","Neutral","Neutral","Neutral",NA,NA,NA,NA,NA,NA,"Neutral","Neutral","Neutral","Neutral","Strongly Agree","","","1","2","3","4","Neutral","Somewhat Agree","student","","1","2","3","4","","","","","",NA,"I don't know","I don't know","I don't know"
