"","ResponseID","ResponseDate","PublicationDate","Journal","Q_1","Q_2","Q_3","Q_4_1","Q_4_2","Q_4_3","Q_4_4","Q_4_5","Q_4_6","Q_4_7","Q_4_8","Q_4_9","Q_4_10","Q_4_11","Q_4_12","Q_4_13","Q_4_14","Q_4_15","Q_4_15_TEXT","Q_4_16","Q_5_1","Q_5_2","Q_5_3","Q_6_1","Q_6_2","Q_6_3","Q_6_4","Q_6_5","Q_6_6","Q_6_6_TEXT","Q_7_1","Q_7_2","Q_7_3","Q_7_4","Q_7_5","Q_7_5_TEXT","Q_7_6","Q_8_1","Q_8_2","Q_8_3","Q_8_4","Q_8_5","Q_8_6","Q_8_7","Q_8_8","Q_8_8_TEXT","Q_8_9","Q_8_10","Q_9","Q_10_1","Q_10_2","Q_10_3","Q_10_4","Q_10_5","Q_10_6","Q_10_7","Q_10_8","Q_10_9","Q_10_10","Q_10_11","Q_10_12","Q_10_12_TEXT","Q_11_1","Q_11_2","Q_11_3","Q_11_4","Q_11_5","Q_11_6","Q_11_7","Q_11_8","Q_11_9","Q_11_10","Q_11_11","Q_11_11_TEXT","Q_12","Q_13","Q_14_1","Q_14_2","Q_15","Q_16"
"1841","R_bHP2yggvCrM4bdy","Jan 2012","Sep 2011","Oecologia","Agree","Agree","5+ papers with archived data","A few times","A few times","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never",NA,"","Never","I don't know","No policy","No policy","","SOME but not all of the datasets are publicly available online","","","","","","Journal supplementary information","","","The entire dataset is in the body of the paper","","","","","","","","","","","","","Not applicable","","Disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",NA,NA,NA,NA,"","Strongly Agree","Strongly Agree","research staff","","","1"
"1842","R_2lTX5rTO8Nz5SG8","Jan 2012","Oct 2011","BMC Evol. Biol.","Strongly Agree","Strongly Agree","1 paper with archived data","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","","Never","Requires online public archiving","Requires online public archiving","I don't know","ALL datasets are publicly available online","","","","","","","","A repository for data or research output","","","","","","","","","","","","","","","Not applicable","","Disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Neutral","",NA,NA,NA,NA,NA,"Neutral","Neutral",NA,NA,NA,"Neutral","","Agree","Agree","student","","",""
"1843","R_6KUxRMMUEeXeKEc","Jan 2012","Oct 2011","Biol. Lett.","Agree","Disagree","No papers with archived data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"","","",""
"1844","R_1AfphZ4PdP2cxCs","Jan 2012","Oct 2011","BMC Evol. Biol.","Strongly Agree","Strongly Agree","2-4 papers with archived data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"","","",""
"1845","R_8qcjlM3cshXuVec","Jan 2012","Sep 2011","BMC Evol. Biol.","Agree","Disagree","5+ papers with archived data","A few times","A few times","Never","A few times","Never","Never","A few times","A few times","A few times","Once","Never","Never","A few times","A few times",NA,"","Many times","Recommends online public archiving","No policy","No policy","ALL datasets are publicly available online","","","","","","","Journal supplementary information","","","","","","","","","","","","","","","","","","Neutral",NA,NA,"Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Neutral","Neutral",NA,NA,"Strongly Agree",NA,"","Neutral","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,"","Agree","Agree","tenured faculty","","",""
"1846","R_7X8qxgrqI3r1A0s","Jan 2012","Oct 2011","BMC Evol. Biol.","Strongly Agree","Disagree","No papers with archived data","Never","Never","Never","Once","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","","Never","I don't know","Recommends online public archiving","No policy","","","NONE of the datasets are publicly available online","","","","","","","","","","","Not applicable","","","We plan to share the dataset upon request","","","","","","","","","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"Strongly Disagree",NA,NA,NA,NA,NA,NA,NA,"","Somewhat Agree","Neutral","non-tenured faculty","","","1"
"1847","R_3mvDJK29FHChGxm","Jan 2012","Sep 2011","BMC Evol. Biol.","Strongly Agree","Strongly Agree","5+ papers with archived data","A few times","A few times","Once","Never","Many times","Never","Never","Never","Never","Never","Never","Never","Many times","A few times",NA,"","Never","Requires online public archiving","Requires online public archiving","Requires online public archiving","ALL datasets are publicly available online","","","","","","","Journal supplementary information","A repository for data or research output","A personal or lab website","","","","","","","","","","","","","","","","Somewhat Agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"Neutral","Neutral","Neutral",NA,NA,NA,"Strongly Agree",NA,"","Agree","Somewhat Agree","non-tenured faculty","","","1"
"1848","R_1S5TilfaSuB9S1m","Jan 2012","Oct 2011","Conserv. Biol.","Neutral","Neutral","1 paper with archived data","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Once","Never",NA,"","Never","I don't know","Requires online public archiving","No policy","","","","","","Other (please specify)","Metadata are available online and you can request a dataset from my lab","","","","","Other (please specify)","Metadata are available online and you can request a dataset from my lab","","","We plan to publicly archive the dataset in the future","We plan to share the dataset upon request","","","","","","","","","Somewhat Agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"Neutral",NA,NA,NA,NA,NA,NA,NA,"","Strongly Disagree","Strongly Disagree","postdoc","","","1"
"1849","R_6flvXJYMmrWQ3Iw","Jan 2012","Sep 2011","Ecol. Appl.","Somewhat Agree","Disagree","2-4 papers with archived data","Never","Never","Never","Once","Never","Never","Never","Never","Once","Never","Never","Never","A few times","Once",NA,"","Never","Recommends online public archiving","No policy","No policy","","SOME but not all of the datasets are publicly available online","","","","","","Journal supplementary information","","","","","","","","","","We hadn't considered publicly archiving the dataset","","","","","","","","Somewhat Agree","Strongly Agree","Strongly Agree",NA,"Neutral",NA,NA,NA,NA,NA,NA,"Strongly Agree",NA,"",NA,NA,"Neutral","Neutral","Neutral","Neutral",NA,NA,"Neutral",NA,NA,"I haven't really thought about the advantages and it has never been discussed at our institute","Somewhat Disagree","Somewhat Disagree","Other (please specify)","young reaserch group leader","",""
"1850","R_5gooFbZrp5EKWAA","Jan 2012","Sep 2011","Evolution","Strongly Agree","Agree","5+ papers with archived data","Never","Never","Never","A few times","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never",NA,"","Never","Requires online public archiving","No policy","No policy","ALL datasets are publicly available online","","","","","","","Journal supplementary information","","A personal or lab website","","","","","","","","","","","","","","Not applicable","","Strongly Disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Strongly Agree",NA,NA,"Neutral",NA,NA,NA,"Strongly Agree",NA,"Strongly Agree",NA,"","Agree","Agree","tenured faculty","","","1"
"1851","R_agG8w9ZBX5KfzGQ","Jan 2012","Oct 2011","J. Exp. Biol.","Agree","Somewhat Agree","1 paper with archived data","Never","Never","Never","A few times","Never","Never","Never","Never","Never","Never","Never","Never","A few times","Never","Never","","Never","I don't know","Recommends online public archiving","I don't know","","","NONE of the datasets are publicly available online","","","","","","","","","","","Not applicable","","","","We hadn't considered publicly archiving the dataset","","","","","","","","Neutral",NA,NA,"Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",NA,NA,"","Neutral","Neutral","Neutral",NA,NA,"Neutral","Neutral","Neutral","Neutral","Neutral",NA,"","Disagree","Somewhat Disagree","tenured faculty","","","1"
"1852","R_7OOfWi6axyNBsLW","Jan 2012","Oct 2011","Am. Nat.","Somewhat Disagree","Somewhat Disagree","2-4 papers with archived data","Never","Never","Never","Never","Never","Never","Once","Once","Once","Once","Never","Never","Once","Never",NA,"","Never","Requires online public archiving","I don't know","I don't know","","SOME but not all of the datasets are publicly available online","","","","","","","A repository for data or research output","","","","","","","We plan to publicly archive the dataset in the future","","","","","","","","","","Somewhat Agree","Strongly Agree","Strongly Agree","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Strongly Disagree","Neutral","Neutral","Neutral","Neutral",NA,NA,"Neutral","Neutral","Neutral",NA,"","Disagree","Neutral","non-tenured faculty","","The problem with data archiving is that some scientists are making a career of analyzing others data. For scientists that go to incredible lengths to conduct complex experiments, requiring enormous time and money, it is a major problem to forfeit those data before the data have been used for all of the purposes wanted. Some data sets in my field can be used to write multiple papers and I believe that the people that collect the data should have control over it until they are done with it.  I have large data sets that people are repeatedly requesting before they've been published - once they're published I'm quite certain those people will begin using them. If journals require data to be archived then it means that scientists will need to write all of the papers that they want using those data, but hold them and submit them all at once because otherwise it is very possible that the paper will be scooped. Young scientists are increasingly choosing to analyze publicly available data instead of collecting their own and mandatory data archiving will only further encourage this. ","1"
"1853","R_9yPSQPnyB6bemk4","Jan 2012","Oct 2011","Oikos","Disagree","Strongly Disagree","No papers with archived data","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never",NA,"","Never","I don't know","No policy","No policy","","","NONE of the datasets are publicly available online","","","","","","","","","","","Not applicable","","","","We hadn't considered publicly archiving the dataset","","","","","","","","Strongly Agree",NA,"Strongly Agree",NA,"Strongly Agree",NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Agree","Neutral",NA,NA,"",NA,"Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Somewhat Disagree","Strongly Disagree","non-tenured faculty","","","1"
"1854","R_1Y57b3wpUfLKu9K","Jan 2012","Oct 2011","Plant J.","Agree","Somewhat Disagree","2-4 papers with archived data","Never","Never","Never","Once","Never","Never","Never","Once","Never","Never","Never","Never","Once","Never","Never","","Never","I don't know","Recommends online public archiving","No policy","ALL datasets are publicly available online","","","","","","","Journal supplementary information","A repository for data or research output","","","","","","","","We plan to share the dataset upon request","","","","","","","","","Neutral",NA,NA,NA,NA,"Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Agree","Agree","tenured faculty","","","1"
"1855","R_1QTdt5BrNcj9Lxi","Jan 2012","Sep 2011","Genome Res.","Disagree","Disagree","5+ papers with archived data","Never","Never","Never","Many times","Many times","Never","Many times","Never","A few times","Once","Never","Never","Many times","A few times",NA,"","Once","Requires online public archiving","No policy","No policy","ALL datasets are publicly available online","","","","","","","Journal supplementary information","A repository for data or research output","","","","","","","","","","","","","","","Not applicable","","Somewhat Agree","Neutral","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"Strongly Agree",NA,NA,"Strongly Disagree",NA,NA,"Strongly Agree",NA,"Strongly Agree",NA,"","Strongly Agree","Somewhat Agree","tenured faculty","","","1"
"1856","R_8vuJQRMfvHx7A6U","Jan 2012","Sep 2011","Ecology","Strongly Agree","Strongly Agree","2-4 papers with archived data","Once","Once","Once","Never","Never","Never","Never","A few times","Never","Once","Never","Never","Never","Once","Never","","Once","Recommends online public archiving","Requires online public archiving","No policy","","SOME but not all of the datasets are publicly available online","","","","","","Journal supplementary information","","","","","","","","","We plan to share the dataset upon request","","","","","","","","","Agree",NA,NA,"Strongly Disagree","Neutral","Neutral","Neutral","Strongly Disagree",NA,"Strongly Disagree","Strongly Disagree","Neutral",NA,"",NA,NA,NA,"Strongly Disagree","Neutral","Neutral","Neutral",NA,NA,NA,NA,"","Somewhat Agree","Somewhat Agree","tenured faculty","","","1"
"1857","R_0oHwyEfkyrADWss","Jan 2012","Sep 2011","Proc. R. Soc. B-Biol. Sci.","Somewhat Disagree","Somewhat Disagree","No papers with archived data","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","","Never","I don't know","I don't know","I don't know","","","","I don't know","","","","","","","","","","Not applicable","","","","","","","","","","Not applicable","","Neutral","Strongly Agree","Strongly Agree",NA,"Neutral","Strongly Agree","Strongly Agree","Strongly Disagree","Neutral","Strongly Agree","Strongly Agree","Strongly Agree",NA,"","Strongly Agree","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","","Disagree","Strongly Disagree","tenured faculty","","","1"
"1858","R_abn2KU5Y0cmGJb6","Jan 2012","Sep 2011","Ecology","Somewhat Agree","Somewhat Agree","No papers with archived data","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","","Never","I don't know","I don't know","No policy","","","NONE of the datasets are publicly available online","","","","","","","","","","","Not applicable","","","","We hadn't considered publicly archiving the dataset","","","","","","","","Disagree",NA,NA,NA,NA,NA,NA,"Neutral","Neutral",NA,NA,NA,NA,"",NA,NA,"Neutral",NA,NA,NA,NA,NA,NA,NA,NA,"","Neutral","Agree","tenured faculty","","","1"
"1859","R_af7uPoBq7EtgLpq","Jan 2012","Sep 2011","Mol. Biol. Evol.","Strongly Agree","Agree","2-4 papers with archived data","Once","Once","Never","A few times","Never","Never","Never","Never","Once","Never","Never","Never","Never","Never",NA,"","Never","Requires online public archiving","No policy","No policy","ALL datasets are publicly available online","","","","","","","Journal supplementary information","A repository for data or research output","","","","","","","","","","","","","","","","","Disagree",NA,"Neutral","Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,"Strongly Disagree","Strongly Disagree",NA,NA,"Strongly Disagree",NA,"",NA,NA,NA,"Neutral","Neutral",NA,"Neutral",NA,"Neutral",NA,NA,"","Strongly Agree","Agree","research staff","","","1"
"1860","R_24aKbFX7MYkS9dq","Jan 2012","Oct 2011","BMC Plant Biol.","Somewhat Agree","Somewhat Agree","2-4 papers with archived data","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never",NA,"","Never","I don't know","Requires online public archiving","Requires online public archiving","ALL datasets are publicly available online","","","","","","","","A repository for data or research output","","","","","","","","","","","","","","","Not applicable","","Disagree",NA,NA,"Neutral",NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,"",NA,"Strongly Agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Neutral","Somewhat Agree","postdoc","","","1"
"1861","R_1yTgxGti6yObhnm","Jan 2012","Oct 2011","FEBS Lett.","Neutral","Neutral","No papers with archived data","Once","Never","Once","Never","Never","Never","Never","Never","Once","Never","Never","Never","Never","A few times",NA,"","Never","I don't know","Recommends online public archiving","No policy","ALL datasets are publicly available online","","","","","","","Journal supplementary information","","","","","","","","","","","","","","","","Not applicable","","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","","Neutral","Neutral","Neutral","Neutral","Neutral",NA,"Neutral","Neutral","Neutral","Neutral","Neutral","","Agree","Somewhat Disagree","research staff","","","1"
"1862","R_9TrD7IvEw2sTQCE","Jan 2012","Oct 2011","Funct. Ecol.","Somewhat Disagree","Somewhat Disagree","1 paper with archived data","Once","Once","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never",NA,"","Never","I don't know","No policy","No policy","","","NONE of the datasets are publicly available online","","","","","","","","","","","","","","","We hadn't considered publicly archiving the dataset","","","","","","","","Neutral",NA,NA,"Neutral","Neutral","Neutral",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"Neutral",NA,"Neutral","Neutral",NA,NA,NA,NA,"","Disagree","Disagree","postdoc","","","1"
"1863","R_1MlJGEbTDZdthWs","Jan 2012","Sep 2011","J. Hered.",NA,NA,"2-4 papers with archived data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I have never had the opportunity yet",NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"","","","1"
"1864","R_4ZUUAeZ1sZMpN4w","Jan 2012","Sep 2011","BMC Evol. Biol.","Strongly Agree","Strongly Agree","2-4 papers with archived data","Never","Never","Never","Once","Never","Never","Never","Never","Never","Never","Never","Never","Many times","Never","Never","","Never","Recommends online public archiving","I don't know","I don't know","ALL datasets are publicly available online","","","","","","","Journal supplementary information","","","","","","","","","","","","","","","","","","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",NA,"Neutral","Neutral","Neutral","Neutral","","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","","Agree","Agree","tenured faculty","","","1"
"1865","R_eQ0n6m8QcN4TKAs","Jan 2012","Sep 2011","Behav. Ecol.","Strongly Agree","Strongly Agree","No papers with archived data","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","","Never","I don't know","No policy","I don't know","","","NONE of the datasets are publicly available online","","","","","","","","","","","","","","","We hadn't considered publicly archiving the dataset","","","","","","","","Disagree",NA,NA,"Strongly Disagree",NA,NA,"Neutral","Neutral",NA,"Strongly Agree",NA,"Neutral","Neutral","","Neutral",NA,NA,"Neutral",NA,"Neutral","Neutral","Strongly Agree","Strongly Agree","Strongly Agree",NA,"","Neutral","Neutral","postdoc","","","1"
"1866","R_0IKehSD1AkjYcTy","Jan 2012","Oct 2011","Plant J.","Somewhat Agree","Somewhat Agree","5+ papers with archived data","A few times","A few times","A few times","A few times","A few times","Once","Never","Never","Never","Never","Never","A few times","A few times","A few times","Never","","A few times","Requires online public archiving","Recommends online public archiving","Recommends online public archiving","ALL datasets are publicly available online","","","","","","","Journal supplementary information","A repository for data or research output","A personal or lab website","","","","","","","","","","","","","","Not applicable","","Agree","Strongly Disagree","Strongly Disagree","Strongly Agree","Neutral","Strongly Agree","Neutral","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Disagree",NA,"","Neutral","Strongly Agree","Strongly Agree","Strongly Agree",NA,"Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree",NA,"","Strongly Agree","Strongly Agree","research staff","","","1"
"1867","R_29weQrMa1tFhIHO","Jan 2012","Sep 2011","ISME J.","Strongly Agree","Agree","No papers with archived data","A few times","Once","Never","A few times","A few times","Never","Never","Once","A few times","Once","Never","Never","Never","A few times",NA,"","Many times","I don't know","I don't know","I don't know","","","NONE of the datasets are publicly available online","","","","","","","","","","","Not applicable","","","","","","","","","","Not applicable","","Disagree","Neutral",NA,"Neutral",NA,NA,NA,"Strongly Disagree",NA,NA,"Neutral",NA,NA,"","Strongly Agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Neutral","Agree","non-tenured faculty","","","1"
"1868","R_eSdBxEMxrO2TZre","Jan 2012","Oct 2011","Am. Nat.","Somewhat Agree","Somewhat Disagree","Not sure","Never","Never","Never","Never","Never","Never","Never","Never","Once","Once","Never","Once","Once","Once","Never","","Never","Recommends online public archiving","Recommends online public archiving","I don't know","","","","","We did not collect any data for that publication","","","","","","","","","Not applicable","","","","","","","","","","Not applicable","","Somewhat Agree",NA,NA,NA,NA,"Neutral",NA,"Neutral","Neutral",NA,NA,"Neutral","Neutral","",NA,"Neutral","Neutral",NA,NA,"Neutral","Neutral",NA,NA,NA,"Neutral","","Somewhat Agree","Neutral","tenured faculty","","","1"
"1869","R_3ZVkMFYmm1WHoVu","Jan 2012","Sep 2011","Mol. Ecol.","Somewhat Agree","Disagree","5+ papers with archived data","Never","Never","Once","Once","Never","Never","Never","Once","Once","Once","Never","Never","A few times","Never",NA,"","Never","I don't know","Requires online public archiving","No policy","","","","","We did not collect any data for that publication","","","","","","","","","Not applicable","","","","","","","","","","Not applicable","","Somewhat Agree",NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,"Strongly Disagree",NA,"",NA,NA,NA,NA,NA,"Neutral","Neutral","Neutral","Neutral",NA,NA,"","Somewhat Agree","Somewhat Agree","tenured faculty","","","1"
"1870","R_e2KXkV8Y5r9FY3y","Jan 2012","Oct 2011","Mol. Ecol.","Agree","Somewhat Disagree","2-4 papers with archived data","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never",NA,"","Never","Requires online public archiving","No policy","No policy","ALL datasets are publicly available online","","","","","","","","A repository for data or research output","","","","","","","","","","","","","","","Not applicable","","Disagree",NA,NA,NA,NA,"Neutral","Neutral","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,"",NA,NA,NA,"Neutral","Neutral",NA,NA,NA,NA,NA,NA,"","Disagree","Neutral","postdoc","","","1"
"1871","R_89eoUmxERnlduxS","Jan 2012","Oct 2011","Oecologia","Disagree","Disagree","No papers with archived data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"I don't know","I don't know","I don't know","","","NONE of the datasets are publicly available online","","","","","","","","","","","","","","","We hadn't considered publicly archiving the dataset","","","","","","","","Somewhat Disagree",NA,NA,"Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"Neutral","Neutral","Neutral","Neutral","Neutral",NA,NA,"","Disagree","Agree","postdoc","","","1"
"1872","R_eJOAvCPjmHLDolC","Jan 2012","Sep 2011","Heredity","Agree","Agree","2-4 papers with archived data","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Once","Never",NA,"","Never","Requires online public archiving","I don't know","Recommends online public archiving","ALL datasets are publicly available online","","","","","","","Journal supplementary information","A repository for data or research output","","","","","","","","","","","","","","","Not applicable","","Strongly Disagree",NA,NA,"Strongly Disagree",NA,"Neutral","Neutral","Neutral","Neutral",NA,NA,NA,NA,"","Strongly Agree",NA,NA,"Neutral","Neutral",NA,NA,"Strongly Agree","Strongly Agree","Strongly Agree",NA,"","Strongly Agree","Strongly Agree","postdoc","","","1"
"1873","R_eaqB5Tshc1064Mk","Jan 2012","Sep 2011","Glob. Change Biol.","Somewhat Disagree","Strongly Disagree","No papers with archived data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"","","",""
"1874","R_0vOdqAZE4meFUtS","Jan 2012","Sep 2011","Evol. Appl.","Agree","Neutral","2-4 papers with archived data","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Once","Never",NA,"","Never","Requires online public archiving","No policy","No policy","","SOME but not all of the datasets are publicly available online","","","","","","Journal supplementary information","","","","","","","","","","","","","","Other (please specify)","Company sensitive information","","","Disagree",NA,NA,"Neutral",NA,NA,NA,"Strongly Disagree",NA,NA,NA,NA,NA,"","Neutral","Neutral","Neutral","Neutral",NA,"Neutral","Neutral","Neutral","Neutral","Neutral",NA,"","Neutral","Disagree","Other (please specify)","Non University Academic Staff (Research Institute)","1. I tend to see this data-sharing as transperancy rather than opportunity for others to work with. For that I would be angry if not having been consulted if used. / 2. Certainly with molecular data, not fully informative coding systems could  be used to cover potential company senstive information, such as physical marker locations. Hence for full understanding of these data interactions with the authors are comulsary / 3. I would consider model generated data as well as data, a model being a computer based version of an ""experiment"".","1"
"1875","R_86xxluExn8zNBXK","Jan 2012","Sep 2011","Oikos","Somewhat Disagree","Somewhat Disagree","5+ papers with archived data","Many times","Many times","Many times","Many times",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"I don't know","No policy","No policy","ALL datasets are publicly available online","","","","","","","","","","","Other (please specify)","World Bank data set","","","","","","","","","","","Not applicable","","Disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Neutral",NA,NA,"",NA,NA,NA,"Neutral",NA,NA,NA,NA,NA,NA,NA,"","Strongly Agree","Strongly Agree","tenured faculty","","","1"
"1876","R_eY9IujKc4vagVs8","Jan 2012","Oct 2011","Ecol. Appl.","Strongly Agree","Somewhat Agree","2-4 papers with archived data","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","A few times","Once",NA,"","Never","I don't know","No policy","Recommends online public archiving","","SOME but not all of the datasets are publicly available online","","","","","","Journal supplementary information","","A personal or lab website","","","","","","We plan to publicly archive the dataset in the future","We plan to share the dataset upon request","","","","","","","","","Somewhat Agree",NA,NA,"Strongly Disagree",NA,NA,NA,"Strongly Disagree","Neutral","Strongly Agree",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Somewhat Agree","Agree","postdoc","","","1"
"1877","R_5op3yUxCdbxuQpm","Jan 2012","Sep 2011","J. Hered.","Agree","Neutral","2-4 papers with archived data","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never",NA,"","Never","I don't know","I don't know","I don't know","","","","I don't know","","","","","","","","","","Not applicable","","","","","","","","","","Not applicable","","Disagree",NA,NA,"Neutral",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,"","Neutral",NA,"Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",NA,NA,"","Neutral","Neutral","tenured faculty","","","1"
"1878","R_5oKy3jYbAUoCcRu","Jan 2012","Oct 2011","Anim. Behav.","Agree","Disagree","No papers with archived data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"I don't know","I don't know","I don't know","","","NONE of the datasets are publicly available online","","","","","","","","","","","Not applicable","","","We plan to share the dataset upon request","We hadn't considered publicly archiving the dataset","","","","","","","","Neutral",NA,NA,"Neutral",NA,"Neutral",NA,"Strongly Disagree","Neutral",NA,NA,NA,NA,"",NA,NA,NA,"Neutral","Neutral",NA,NA,NA,"Neutral",NA,NA,"","Somewhat Agree","Somewhat Agree","postdoc","","","1"
"1879","R_eguRqQ1HmyHVjgw","Jan 2012","Oct 2011","Ecol. Appl.","Somewhat Agree","Disagree","2-4 papers with archived data","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","","Never","I don't know","No policy","I don't know","","","NONE of the datasets are publicly available online","","","","","","","","","","","Not applicable","","","We plan to share the dataset upon request","","","","","Other (please specify)","With clear expectations as to how it will be used and how I will be included in the project/publication.","","","Somewhat Agree",NA,"Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Disagree","Strongly Disagree",NA,"Strongly Disagree",NA,NA,"",NA,"Strongly Disagree",NA,"Strongly Disagree","Strongly Disagree",NA,"Strongly Disagree",NA,NA,"Neutral",NA,"","Somewhat Agree","Neutral","Other (please specify)","Research Faculty","","1"
